"Audience Name","Email Name","Email type","Email Sent Time",Clicked,Opened,"Click Rate","Clicks Per Unique Opens","Total clicks","Emails sent","Open Rate","Total opens",Unsubscribed,"Unsubscribe Rate","Abuse complaints"
"Church Army","Prayer Points 2023:C4 23 July - 29 July",Regular,"2023-07-22 07:00:00",65,392,0.084856398403645,0.16581632196903,187,766,0.51174932718277,814,0,0,0
"Church Army","Supporter News | Commissioning + Other News | 24 July 2023 (final)",Regular,"2023-07-24 10:00:00",114,1805,0.034905083477497,0.063157893717289,154,3273,0.55266380310059,2987,3,0.00091855478240177,0
"Church Army","CAConnected Wednesday 14 July 2023:73 Wilson Carlile Day Save The Date",Regular,"2023-07-26 09:45:00",2,367,0.0034305318258703,0.005449591204524,3,583,0.62950259447098,788,0,0,0
"Church Army","CAConnected Friday 28 July  2023:074",Regular,"2023-07-28 08:45:00",58,365,0.090202175080776,0.15890410542488,123,643,0.56765162944794,708,0,0,0
"Church Army","CA Connected Monday 31 July 2023:75: CA Gwent Valleys CoM Announcement",Regular,"2023-07-31 14:00:00",1,381,0.001552795059979,0.0026246719062328,1,644,0.5916149020195,741,0,0,0
"Church Army","CAConnected Friday 4 August 2023:076",Regular,"2023-08-04 08:00:00",58,370,0.10943396389484,0.15675675868988,107,530,0.69811320304871,683,0,0,0
"Church Army","Prayer Points 2023:C6 6 August - 12 August",Regular,"2023-08-05 08:00:00",75,423,0.12711864709854,0.17730496823788,212,590,0.7169491648674,858,0,0,0
"Church Army","Supporter News |  Church Army in the holidays  |  7 August 2023",Regular,"2023-08-07 08:00:00",57,1758,0.017490027472377,0.032423209398985,96,3268,0.5394292473793,2802,3,0.00092052778927609,0
"Church Army","CA Learning & Development Aug Special edition",Regular,"2023-08-09 08:15:00",3,72,0.016949152573943,0.04166666790843,13,178,0.40677964687347,150,0,0,0
"Church Army","New Wine United Follow-Up | 10 August 2023",Regular,"2023-08-10 13:00:00",8,66,0.08333333581686,0.12121212482452,26,104,0.6875,109,1,0.010416666977108,1
"Church Army","CAConnected Friday 11 August 2023:77",Regular,"2023-08-11 08:00:00",115,366,0.21698112785816,0.31420764327049,333,530,0.69056606292725,768,0,0,0
"Church Army","Prayer Points 2023:C7 13 August - 19 August",Regular,"2023-08-14 08:45:00",75,408,0.097402594983578,0.18382352590561,128,770,0.52987015247345,786,0,0,0
"Church Army","CAConnected Wednesday 16 August 2023:78 Summer Fundraising Challenge",Regular,"2023-08-17 09:00:00",6,308,0.00920245423913,0.019480518996716,15,652,0.47239264845848,565,0,0,0
"Church Army","Supporter News | A Chosen Generation | 21 August 2023 (TOMMY TEST)",Regular,"2023-08-17 11:50:53",0,2,0,0,0,2,1,5,0,0,0
"Church Army","CAConnected Friday 18 August 2023:79",Regular,"2023-08-18 08:45:00",85,368,0.13076923787594,0.2309782654047,205,650,0.56615382432938,735,0,0,0
"Church Army","Prayer Points 2023:C8 20 August - 26 August",Regular,"2023-08-19 07:00:00",62,419,0.098412699997425,0.14797136187553,90,630,0.66507935523987,790,0,0,0
"Church Army","Supporter News | A Chosen Generation | 21 August 2023",Regular,"2023-08-21 09:30:00",57,1810,0.016954194754362,0.031491711735725,100,3374,0.538370013237,2943,3,0.00089232600294054,0
"Church Army","CAConnected Friday 25 August 2023:80",Regular,"2023-08-25 08:00:00",111,389,0.20555555820465,0.28534704446793,309,540,0.72037035226822,754,0,0,0
"Church Army","Prayer Points 2023:C9 27 August - 2 September",Regular,"2023-08-26 07:00:00",53,395,0.084126986563206,0.13417720794678,207,630,0.62698411941528,788,0,0,0
"Church Army","CAConnected Thursday 31 August 2023:81 LEAD Promo",Regular,"2023-08-31 08:00:00",14,312,0.025925925001502,0.044871795922518,29,540,0.57777780294418,551,0,0,0
"Church Army","CAConnected Friday 1 September 2023:82",Regular,"2023-09-01 08:45:00",50,357,0.076804913580418,0.14005602896214,161,651,0.54838711023331,647,1,0.0015360983088613,1
"Church Army","★ Church Army Pastoral Letter September 2023",Regular,"2023-09-01 13:00:00",106,352,0.16307692229748,0.30113637447357,154,650,0.54153847694397,707,0,0,0
"Church Army","Prayer Points 2023:C10 3 September - 9 September",Regular,"2023-09-02 07:00:00",60,410,0.095238097012043,0.14634145796299,228,630,0.65079367160797,787,0,0,0
"Church Army","Leaders Gathering - Monday 4 August (Booking Form Reminder)",Regular,"2023-09-04 09:00:00",7,21,0.26923078298569,0.33333334326744,17,26,0.80769228935242,41,0,0,0
"Church Army","Supporter News | The Crisis at our Door | 4 September 2023",Regular,"2023-09-04 16:00:00",84,1774,0.025000000372529,0.047350618988276,162,3375,0.52797621488571,3132,1,0.0002976190589834,0
"Church Army","CAConnected Thursday 7 September 2023:83 CEO Sleepout",Regular,"2023-09-07 09:45:00",20,355,0.030769230797887,0.056338027119637,28,650,0.54615384340286,607,0,0,0
"Church Army","CAConnected Friday 8 September 2023:84",Regular,"2023-09-08 08:15:00",61,376,0.093129768967628,0.16223403811455,129,655,0.57404577732086,711,0,0,0
"Church Army","Prayer Points 2023:C11 10 September - 16 September",Regular,"2023-09-09 07:00:00",60,408,0.095238097012043,0.14705882966518,227,630,0.64761906862259,785,0,0,0
"Church Army","CA Day of Prayer Notice To Evangelists | 11 September 2023",Regular,"2023-09-11 08:45:00",0,208,0,0,0,337,0.61721068620682,469,0,0,0
"Church Army","Faith Questions Soft Launch | Wednesday 13 September 2023",Regular,"2023-09-13 11:25:31",25,46,0.38461539149284,0.54347825050354,60,66,0.7076923251152,133,1,0.015384615398943,1
"Church Army","CAConnected Wednesday 13 September 2023:85 Faith Questions Soft Launch",Regular,"2023-09-13 11:32:17",50,349,0.077519379556179,0.14326646924019,70,645,0.5410852432251,695,0,0,0
"Church Army","CAConnected Friday 15 September 2023:86",Regular,"2023-09-15 12:21:43",63,368,0.095890410244465,0.17119565606117,122,657,0.56012177467346,702,0,0,0
"Church Army","Prayer Points 2023:C12 17 September - 23 September",Regular,"2023-09-16 07:00:00",63,423,0.082352943718433,0.14893616735935,230,765,0.55294120311737,848,0,0,0
"Church Army","Supporter News | News from You | 18 September 2023",Regular,"2023-09-18 08:00:00",52,1861,0.015457788482308,0.027941966429353,117,3378,0.55321043729782,2976,4,0.0011890606256202,0
"Church Army","Spotting Evangelists, the ongoing challenges of the pandemic, and seeking God in the crucible of ministry",Regular,"2023-09-19 09:30:00",75,122,0.42613637447357,0.6147540807724,594,177,0.69318181276321,327,0,0,0
"Church Army","CAConnected Friday 22 September 2023:87",Regular,"2023-09-22 10:58:34",50,370,0.075642965734005,0.13513512909412,87,661,0.55975794792175,683,0,0,0
"Church Army","CAConnected Friday 22 September 2023:88 CA Day of Prayer",Regular,"2023-09-22 14:00:00",28,341,0.042360059916973,0.082111440598965,57,661,0.51588499546051,709,0,0,0
"Church Army","Supporter News | CA Day of Prayer | 22 September 2023",Regular,"2023-09-22 17:00:00",78,1855,0.02318668179214,0.042048517614603,208,3379,0.55142688751221,3302,5,0.0014863257529214,2
"Church Army","Prayer Points 2023:C13 24 September - 30 September",Regular,"2023-09-23 07:00:00",74,399,0.096732027828693,0.18546365201473,284,767,0.52156865596771,790,0,0,0
"Church Army","CAConnected Wednesday 27 September 2023:89 CAMC Survey",Regular,"2023-09-27 09:00:19",83,376,0.12537764012814,0.22074468433857,133,662,0.56797581911087,788,0,0,0
"Church Army","CAConnected Friday 29 September 2023:90",Regular,"2023-09-29 09:43:49",51,365,0.076923079788685,0.13972602784634,109,663,0.5505279302597,694,0,0,0
"Church Army","Prayer Points 2023:D1 1 October - 7 October",Regular,"2023-09-30 07:00:00",63,405,0.082138203084469,0.15555556118488,234,768,0.52803128957748,824,1,0.0013037809403613,0
"Church Army","Supporter News | CA inFocus #4 | 3 October 2023",Regular,"2023-10-03 10:30:00",180,1892,0.053571429103613,0.095137417316437,834,3372,0.56309521198273,3225,6,0.0017857142956927,1
"Church Army","2023 Board elections evangelist candidate",Regular,"2023-10-03 12:27:19",43,263,0.12759643793106,0.16349810361862,81,337,0.78041541576385,832,0,0,0
"Church Army","CAConnected Friday 6 October 2023:091",Regular,"2023-10-06 08:00:00",102,392,0.15407854318619,0.26020407676697,234,662,0.59214502573013,766,0,0,0
"Church Army","CAConnected Friday 6 October 2023:92 New Pioneer Evangelists",Regular,"2023-10-06 11:00:00",12,386,0.018126888200641,0.031088082119823,15,662,0.58308154344559,689,0,0,0
"Church Army","Prayer Points 2023:D2 8 October - 14 October",Regular,"2023-10-07 07:00:00",62,403,0.081045754253864,0.15384615957737,224,766,0.52679741382599,802,0,0,0
"Church Army","Prayer Points 2023:D3 15 October - 21 October",Regular,"2023-10-14 07:00:00",60,411,0.078740157186985,0.14598539471626,215,763,0.53937005996704,816,1,0.0013123359531164,0
"Church Army","CAConnected Friday 13 October 2023:093",Regular,"2023-10-16 08:29:13",49,363,0.074468083679676,0.13498622179031,92,658,0.55167174339294,660,0,0,0
"Church Army","CAConnected Wednesday 18 October 2023:94 MoA Signing Announcement",Regular,"2023-10-18 14:30:00",2,433,0.0030395137146115,0.0046189376153052,2,658,0.65805470943451,860,0,0,0
"Church Army","CA Connected Friday 20 October 2023:95",Regular,"2023-10-20 08:33:11",81,391,0.12291350215673,0.20716112852097,161,659,0.59332323074341,710,0,0,0
"Church Army","Supporter News | Breaking Chains of Addiction | 20 October 2023",Regular,"2023-10-20 15:00:00",89,1751,0.026575097814202,0.050828099250793,160,3361,0.52284264564514,2943,2,0.00059719319688156,0
"Church Army","Prayer Points 2023:D4 22 October - 28 October",Regular,"2023-10-21 07:00:00",63,403,0.08289473503828,0.15632754564285,215,761,0.5302631855011,805,0,0,0
"Church Army","CA Connected Monday 23 October 2023:96",Regular,"2023-10-23 09:15:41",14,375,0.021244309842587,0.037333332002163,24,659,0.56904399394989,821,0,0,0
"Church Army","Inside Out October 2023",Regular,"2023-10-24 09:30:00",11,80,0.061797752976418,0.13750000298023,51,179,0.44943821430206,156,0,0,0
"Church Army","CA Connected Friday 27 October 2023:97",Regular,"2023-10-27 08:00:00",44,392,0.066869303584099,0.11224489659071,93,659,0.59574466943741,718,0,0,0
"Church Army","Prayer Points 2023:D5 29 October - 4 November",Regular,"2023-10-28 07:00:00",52,410,0.068421050906181,0.12682926654816,202,761,0.53947371244431,841,0,0,0
"Church Army","CAConnected Tuesday 31 October 2023:98 Christmas Cards 2023",Regular,"2023-10-31 10:26:23",31,363,0.047040972858667,0.085399448871613,51,660,0.55083459615707,728,0,0,0
"Church Army","AGM Template 2023",Regular,"2023-11-01 17:52:58",86,415,0.13050076365471,0.20722891390324,325,660,0.62974202632904,1348,1,0.0015174506697804,0
"Church Army","LEAD Newsletter #4 Autumn 23",Regular,"2023-11-02 08:45:00",0,63,0,0,0,151,0.41999998688698,109,0,0,0
"Church Army","CA Connected Friday 3 November 2023:99",Regular,"2023-11-03 08:45:00",64,374,0.097264438867569,0.17112299799919,131,659,0.5683890581131,767,0,0,0
"Church Army","CAConnected Friday 3 November 2023:100 Hannah Seal Lead Evangelist",Regular,"2023-11-03 13:00:00",0,377,0,0,0,659,0.57294833660126,745,0,0,0
"Church Army","Prayer Points 2023:D6 5 November - 11 November",Regular,"2023-11-04 07:00:00",76,416,0.10026384890079,0.18269230425358,123,759,0.548812687397,809,0,0,0
"Church Army","★ Church Army Pastoral Letter November 2023",Regular,"2023-11-07 13:42:48",100,363,0.15197569131851,0.27548208832741,138,660,0.55167174339294,766,0,0,0
"Church Army","CAConnected Friday 10 November 2023:101",Regular,"2023-11-10 15:16:41",89,383,0.1352583616972,0.23237597942352,188,659,0.58206689357758,767,1,0.0015197568573058,0
"Church Army","Prayer Points 2023:D7 12 November - 18 November",Regular,"2023-11-11 07:00:00",55,399,0.072559364140034,0.137844607234,79,759,0.52638524770737,806,0,0,0
"Church Army","Supporter News | Your News from Church Army | 7 November 2023",Regular,"2023-11-13 16:00:00",75,1785,0.022374700754881,0.042016807943583,137,3366,0.53251791000366,3030,2,0.00059665873413906,0
"Church Army","CAConnected Tuesday 14 November 2023:102 Sunderland CoM",Regular,"2023-11-14 15:38:09",1,390,0.0015197568573058,0.0025641026441008,3,659,0.59270519018173,719,0,0,0
"Church Army","CRE Midlands 2023 Follow Up",Regular,"2023-11-15 08:45:00",3,32,0.059999998658895,0.09375,4,50,0.63999998569489,73,0,0,0
"Church Army","CAConnected Wednesday 15 November 2023:103 Community Team Changes",Regular,"2023-11-15 15:00:00",1,403,0.0015197568573058,0.0024813895579427,3,659,0.61246198415756,923,0,0,0
